40
7.758606 , 2, 1, 0
9.482758 , 1, 1, 0
11.2069 , 1, 1, 0
16.37931 , 1, 1, 0
21.55173 , 1, 1, 0
23.27586 , 1, 1, 0
25 , 1, 1, 0
30.17242 , 1, 1, 0
33.62069 , 1, 1, 0
35.34483 , 1, 1, 0
37.06897 , 1, 1, 0
38.79311 , 1, 1, 0
43.96552 , 1, 1, 0
49.13793 , 1, 1, 0
50.86207 , 1, 1, 0
52.58621 , 1, 1, 0
52.58621 , 2, 1, 0
56.03448 , 1, 1, 0
57.75862 , 1, 1, 0
62.93104 , 1, 1, 0
64.65518 , 1, 1, 0
66.37932 , 1, 1, 0
71.55174 , 1, 1, 0
75.00002 , 2, 1, 0
76.72415 , 2, 1, 0
78.44829 , 2, 1, 0
80.17242 , 1, 1, 0
84.48276 , 1, 1, 0
90.51721 , 1, 1, 0
92.24133 , 1, 1, 0
93.96547 , 1, 1, 0
98.27579 , 1, 1, 0
100.862 , 2, 1, 0
102.5861 , 2, 1, 0
104.3102 , 2, 1, 0
106.0344 , 2, 1, 0
107.7585 , 2, 1, 0
107.7585 , 1, 1, 0
111.2068 , 2, 1, 0
112.0688 , 1, 1, 0
